Name: “Table 1 of 1 on page 133 of 212”,Name: “Table 1 of 1 on page 133 of 212”,Name: “Table 1 of 1 on page 133 of 212”,Name: “Table 1 of 1 on page 133 of 212”,Name: “Table 1 of 1 on page 133 of 212”
Table: 133,Table: 133,Table: 133,Table: 133,Table: 133
,,,,
Programs & Services,,,,
,FY 2010,FY 2011,FY 2012,
,Actual,Approved,Approved,Positions
Development,,,,
Administrative Leadership Services,"917,186","906,565","957,118",6
"Provide leadership, coordination and",,,,
management of the economic development,,,,
programs of the City of Norfolk.,,,,
Business Development Services,"634,132","667,570","625,586",8
"Provide focused, sector-specific expertise for",,,,
attracting new business development and,,,,
assisting in the expansion of existing,,,,
businesses.,,,,
Arts & Cultural Programs Development Services,"82,853","79,199","77,007",1
Coordinate the City's arts and cultural,,,,
"development assistance programs, and liaison",,,,
with City arts organizations.,,,,
Special Economic Development District,,,,
,"82,716","74,094","74,282",1
Services,,,,
Coordinate and administer work directed to the,,,,
department to assist in the delivery of,,,,
Empowerment Zone initiatives. Provide,,,,
"support, as needed to the Enterprise Zone",,,,
programs.,,,,
Marketing & Promotional Services,"323,564","185,272","133,407",1
Coordinate and implement marketing and,,,,
advertising initiatives promoting the City as a,,,,
business location.,,,,
Total,"2,040,452","1,912,700","1,867,400",17
,,,Development,197
