Name: “Table 1 of 1 on page 25 of 212”,Name: “Table 1 of 1 on page 25 of 212”,Name: “Table 1 of 1 on page 25 of 212”,Name: “Table 1 of 1 on page 25 of 212”,Name: “Table 1 of 1 on page 25 of 212”,Name: “Table 1 of 1 on page 25 of 212”,Name: “Table 1 of 1 on page 25 of 212”
Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25,Table: 25
,,,,,,
Position Summary,,,,,,
,,,,FY 2011,,FY 2012
,,,,Approved,,Approved
,Pay Grade,Minimum,Maximum,Positions,Change,Positions
Manager of Broadcast,,,,,,
,SRM002,"51,027","89,809",1,0,1
Services,,,,,,
Manager of Public Relations,SRM002,"51,027","89,809",1,-1,0
Manager of Publications &,,,,,,
,SRM002,"51,027","89,809",1,0,1
Direct Communications,,,,,,
Media Production Specialist,MAP007,"40,874","65,345",1,0,1
Program Supervisor,MAP008,"43,481","69,509",1,1,2
Public Relations Assistant,OPS007,"25,622","40,963",3,-3,0
Public Relations Specialist,MAP007,"40,874","65,345",2,-1,1
Support Technician,OPS006,"23,724","37,926",5,-4,1
Webmaster,MAP006,"38,452","61,471",1,0,1
Total,,,,19,,12
The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to,The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to,The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to,The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to,The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to,The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to,The Norfolk Cares Call Center has been relocated to the Department of Planning and Community Development to
"better serve citizens and respond efficiently to requests regarding City processes, services, and policies.","better serve citizens and respond efficiently to requests regarding City processes, services, and policies.","better serve citizens and respond efficiently to requests regarding City processes, services, and policies.","better serve citizens and respond efficiently to requests regarding City processes, services, and policies.","better serve citizens and respond efficiently to requests regarding City processes, services, and policies.","better serve citizens and respond efficiently to requests regarding City processes, services, and policies.",
,,,Communications and Public Information,Communications and Public Information,Communications and Public Information,95
