Name: “Table 1 of 1 on page 147 of 212”,Name: “Table 1 of 1 on page 147 of 212”,Name: “Table 1 of 1 on page 147 of 212”,Name: “Table 1 of 1 on page 147 of 212”,Name: “Table 1 of 1 on page 147 of 212”,Name: “Table 1 of 1 on page 147 of 212”
Table: 147,Table: 147,Table: 147,Table: 147,Table: 147,Table: 147
,,,,,
Programs & Services,,,,,
,FY 2010,FY 2010,FY 2011,FY 2012,
,Actual,Actual,Approved,Approved,Positions
"Provide exhibit design, installation, collections",,,,,
"management, security and visitor services.",,,,,
Archives & Research,,175,155,155,0
Provide research assistance to the public and,,,,,
"preserve the collection of historical documents,",,,,,
"photographs, maps, etc.",,,,,
Visitors & Education,,0,227,0,0
"Design and conduct education programs, tours,",,,,,
etc.,,,,,
Administration,"92,018","92,018","95,190","97,461",0
"Design and conduct educational programs,",,,,,
"tours, etc.",,,,,
Office Of Cultural Affairs & Special Events,"391,107","391,107","337,209","320,463",3
"Provide management of Selden Arcade,",,,,,
coordination of cultural affairs and special,,,,,
events.,,,,,
Total,"5,982,070","5,982,070","6,029,000","6,218,300",66
Department Goals and Measures,,,,,
,Strategic Priority: Economic Development,Strategic Priority: Economic Development,Strategic Priority: Economic Development,,
Goal,,,,,
"Provide well-maintained, safe and clean facilities for the enjoyment of patrons attending sporting and","Provide well-maintained, safe and clean facilities for the enjoyment of patrons attending sporting and","Provide well-maintained, safe and clean facilities for the enjoyment of patrons attending sporting and","Provide well-maintained, safe and clean facilities for the enjoyment of patrons attending sporting and","Provide well-maintained, safe and clean facilities for the enjoyment of patrons attending sporting and",
entertainment events.,,,,,
,FY 2009,FY 2010,FY 2011,FY 2012,
Measure,,,,,Change
,Actual,Actual,Approved,Approved,
Number of attendees.,"709,993","709,993","781,788","805,242","23,454"
Number of events.,162,162,182,187,5
Total event days.,266,266,247,254,7
Goal,,,,,
To ensure properly working operating systems and production equipment for customer comfort within,To ensure properly working operating systems and production equipment for customer comfort within,To ensure properly working operating systems and production equipment for customer comfort within,To ensure properly working operating systems and production equipment for customer comfort within,To ensure properly working operating systems and production equipment for customer comfort within,
cultural and arts facilities.,,,,,
,,,"Cultural Facilities, Arts & Entertainment","Cultural Facilities, Arts & Entertainment",211
