Name: “Table 1 of 1 on page 203 of 212”,Name: “Table 1 of 1 on page 203 of 212”,Name: “Table 1 of 1 on page 203 of 212”,Name: “Table 1 of 1 on page 203 of 212”,Name: “Table 1 of 1 on page 203 of 212”
Table: 203,Table: 203,Table: 203,Table: 203,Table: 203
,,,,
Programs & Services,,,,
,FY 2010,FY 2011,FY 2012,
,Actual,Approved,Approved,Positions
Director's Office,,,,
Leadership & Administration,"536,987","756,307","824,420",13
"Provides leadership initiatives, supervises",,,,
"departmental responsibilities, establishes",,,,
"project and policy guidelines, and provides",,,,
administrative and financial guidance to the,,,,
operating divisions and liaisons with citizens.,,,,
Surveys,,,,
Surveys,"825,497","819,164","811,900",13
Maintains survey control utilized for building,,,,
"City infrastructure, subdividing lots, mortgage",,,,
"surveys, and flood insurance surveys, wetlands",,,,
"locations, right-of-way locations and other",,,,
topographic surveys.,,,,
Design Division,,,,
Project Management,"-134,987",0,0,30
"Provides project management for the planning,",,,,
"design, contracting and construction of new",,,,
"City infrastructure and buildings, including",,,,
major maintenance projects.,,,,
Streets & Bridges,,,,
Bridge & Waterfront Maintenance,"9,175,081","6,333,646","6,513,823",103
"Maintains the City's 2,500 lane miles of streets,",,,,
"sidewalks, curbs, gutters, and concrete",,,,
roadways. Operates the City's asphalt plant in,,,,
order to produce the desired types and,,,,
quantities of asphalt to replace deteriorated,,,,
sections.,,,,
Division Of Waste Management,,,,
Waste Management Collection,"24,794,396","24,364,140","21,031,290",112
"Provides municipal collection of refuse, bulk",,,,
waste and yard waste from the City's residences,,,,
and businesses.,,,,
Clean Community Recycling,"208,890","164,964",0,0
Coordinates the City's recycling and litter,,,,
"prevention efforts, including an Adopt A Spot,",,,,
volunteer programs for environmental issues,,,,
and household waste disposal.,,,,
Transportation Division,,,,
Neighborhood & Traffic Safety Program,"228,146","372,949","451,510",6
,,,Public Works,267
