Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”,Name: “Table 1 of 1 on page 164 of 170”
Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162,Table: 162
,,,,,,,,
"COUNTY OF GLOUCESTER, VIRGINIA","COUNTY OF GLOUCESTER, VIRGINIA","COUNTY OF GLOUCESTER, VIRGINIA","COUNTY OF GLOUCESTER, VIRGINIA",,,,,
Demographic and Economic Statistics,Demographic and Economic Statistics,Demographic and Economic Statistics,,,,,,
Last Ten Calendar Years,Last Ten Calendar Years,Last Ten Calendar Years,,,,,,
,,,,Personal,,Per,,
,,,,Income,,Capita,Unemployment,School
,,Population,,(in thousands),,Personal,Rate,Enrollment
,Year,(1),,(2),,Income,(3),(4)
,2000,"34,780",$,"853,309",$,"24,534",1.9 %,"6,526"
,2001,"34,900",,"910,294",,"26,083",2.4,"6,411"
,2002,"35,000",,"942,410",,"26,926",3.2,"6,350"
,2003,"35,200",,"986,458",,"28,024",3.2,"6,309"
,2004,"35,400",,"1,057,181",,"29,864",3.0,"6,147"
,2005,"35,587",,"1,090,866",,"30,653",3.0,"6,078"
,2006,"36,153",,"1,185,316",,"32,786",2.6,"6,000"
,2007,"35,960",,"1,250,578",,"34,777",2.4,"5,949"
,2008,"36,161",,"1,364,129",,"37,724",3.5,"5,910"
,2009,"36,647",,N/A,,N/A,5.9,"5,925"
Sources:,Sources:,,,,,,,
(1),Weldon Cooper Center for Public Service at the University of Virginia,Weldon Cooper Center for Public Service at the University of Virginia,Weldon Cooper Center for Public Service at the University of Virginia,Weldon Cooper Center for Public Service at the University of Virginia,Weldon Cooper Center for Public Service at the University of Virginia,Weldon Cooper Center for Public Service at the University of Virginia,,
(2),Bureau of Economic Analysis,Bureau of Economic Analysis,,,,,,
(3),Virgninia Employment Commission,Virgninia Employment Commission,Virgninia Employment Commission,,,,,
(4),Gloucester County Schools (Budget Document),Gloucester County Schools (Budget Document),Gloucester County Schools (Budget Document),Gloucester County Schools (Budget Document),,,,
N/A - This information was unavailable.,N/A - This information was unavailable.,N/A - This information was unavailable.,N/A - This information was unavailable.,,,,,
,,,,,158,,,
