Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”,Name: “Table 1 of 1 on page 10 of 14”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,
,,,,Expenditures by Project Category,Expenditures by Project Category,Expenditures by Project Category,Expenditures by Project Category,Expenditures by Project Category,Expenditures by Project Category,,,,
,,,,,,,,Neighbrhd.,,,,,
,,,,,,Master Plans,Master Plans,,,,,,
,,,,,,,,Suppt.,,,,,
,,,,Master,,Strategic Area,Strategic Area,0.82%,,,,,
,,,,Plans,,,,,,,,,
,,,,,,,Invest.,,,,,,
,,,,,,,,,,Othr.,,,
,,,,0.47%,,,,,,,,,
,,,,,,,7.04%,,,,,,
,,,,,,,,,,CIP Proj.,,,
,,,,,,,,,,6.96%,,,
,,Maint. Public,Maint. Public,,,,,,,,Streets,Streets,
,,Prop./Perf.,Prop./Perf.,,,,,,,,& Infr.,& Infr.,
,,Support,Support,,,,,,,,23.88%,23.88%,
,,37.38%,37.38%,,,,,,,,,,
,,,,,Hpt.,,,,,,,,
,,,,,Wtrwys,,,Education,,,,,
,,,,,5.94%,,,17.51%,,,,,
EDUCATION,EDUCATION,,,,,,,,,,,,
"Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500","Hampton City Schools General and Enhanced Maintenance Projects ........................ $5,287,500"
Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which,Assist Hampton City School’s with general and enhanced maintenance and renovation projects which
"may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,","may include replacing roofs, HVAC units, boilers, fire alarm systems and refurbishing hallways,"
"restrooms, classrooms and auditoriums.","restrooms, classrooms and auditoriums.","restrooms, classrooms and auditoriums.","restrooms, classrooms and auditoriums.","restrooms, classrooms and auditoriums.",,,,,,,,,
"Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000","Hampton City Schools “One-to-One” Technology Initiative ...................................... 2,000,000"
Equip,students,with,digital,electronic,devices,to,enhance,instruction,and,provide,access,to,educational
