Name: “Table 1 of 1 on page 14 of 14”,Name: “Table 1 of 1 on page 14 of 14”,Name: “Table 1 of 1 on page 14 of 14”,Name: “Table 1 of 1 on page 14 of 14”
Table: 14,Table: 14,Table: 14,Table: 14
,,,
STREETS AND INFRASTRUCTURE (Cont’d),,,
"North King Street Streetscape - Phase 3 ...................................................................... 300,000","North King Street Streetscape - Phase 3 ...................................................................... 300,000","North King Street Streetscape - Phase 3 ...................................................................... 300,000","North King Street Streetscape - Phase 3 ...................................................................... 300,000"
"Continue improvements on North King Street, from Little Back River Road to the Langley Gate, to","Continue improvements on North King Street, from Little Back River Road to the Langley Gate, to","Continue improvements on North King Street, from Little Back River Road to the Langley Gate, to","Continue improvements on North King Street, from Little Back River Road to the Langley Gate, to"
"include sidewalks, walking trail, landscaping and lighting.","include sidewalks, walking trail, landscaping and lighting.",,
"Old Buckroe Avenue {Mercury Boulevard to Woodland Road} ..................................... 110,000","Old Buckroe Avenue {Mercury Boulevard to Woodland Road} ..................................... 110,000","Old Buckroe Avenue {Mercury Boulevard to Woodland Road} ..................................... 110,000","Old Buckroe Avenue {Mercury Boulevard to Woodland Road} ..................................... 110,000"
"Addition of curb and gutter, sidewalks, crosswalks, lighting plus the installation of a turn lane on","Addition of curb and gutter, sidewalks, crosswalks, lighting plus the installation of a turn lane on","Addition of curb and gutter, sidewalks, crosswalks, lighting plus the installation of a turn lane on","Addition of curb and gutter, sidewalks, crosswalks, lighting plus the installation of a turn lane on"
Mercury Boulevard.,,,
"Pembroke Avenue Reconstruction - Phase 3 ................................................................ 150,000","Pembroke Avenue Reconstruction - Phase 3 ................................................................ 150,000","Pembroke Avenue Reconstruction - Phase 3 ................................................................ 150,000","Pembroke Avenue Reconstruction - Phase 3 ................................................................ 150,000"
"Reconstruction of curb and gutter, sidewalks, crosswalks and lighting to increase pedestrian safety.","Reconstruction of curb and gutter, sidewalks, crosswalks and lighting to increase pedestrian safety.","Reconstruction of curb and gutter, sidewalks, crosswalks and lighting to increase pedestrian safety.","Reconstruction of curb and gutter, sidewalks, crosswalks and lighting to increase pedestrian safety."
"Street Resurfacing ..................................................................................................... 5,691,182","Street Resurfacing ..................................................................................................... 5,691,182","Street Resurfacing ..................................................................................................... 5,691,182","Street Resurfacing ..................................................................................................... 5,691,182"
Resurface and/or reconstruct arterial and residential streets throughout the City.,Resurface and/or reconstruct arterial and residential streets throughout the City.,A street resurfacing,A street resurfacing
schedule is developed annually by the City’s Department of Public Works.,schedule is developed annually by the City’s Department of Public Works.,,
"Transportation Initiatives ......................................................................................... 1,500,000","Transportation Initiatives ......................................................................................... 1,500,000","Transportation Initiatives ......................................................................................... 1,500,000","Transportation Initiatives ......................................................................................... 1,500,000"
"Targeted funding to accelerate road repairs/resurfacing schedules, as warranted, in addition to arterial","Targeted funding to accelerate road repairs/resurfacing schedules, as warranted, in addition to arterial","Targeted funding to accelerate road repairs/resurfacing schedules, as warranted, in addition to arterial","Targeted funding to accelerate road repairs/resurfacing schedules, as warranted, in addition to arterial"
and collector roadways with poor pavement conditions.,and collector roadways with poor pavement conditions.,Upgrades will also be made to guardrails on,Upgrades will also be made to guardrails on
bridge-end treatments that have been identified as being substandard from bridge inspections.,bridge-end treatments that have been identified as being substandard from bridge inspections.,bridge-end treatments that have been identified as being substandard from bridge inspections.,bridge-end treatments that have been identified as being substandard from bridge inspections.
"VDOT Supplemental Project Funds .............................................................................. 100,000","VDOT Supplemental Project Funds .............................................................................. 100,000","VDOT Supplemental Project Funds .............................................................................. 100,000","VDOT Supplemental Project Funds .............................................................................. 100,000"
Local funds to supplement the City's 50+ Virginia Department of Transportation (VDOT) projects that,Local funds to supplement the City's 50+ Virginia Department of Transportation (VDOT) projects that,Local funds to supplement the City's 50+ Virginia Department of Transportation (VDOT) projects that,Local funds to supplement the City's 50+ Virginia Department of Transportation (VDOT) projects that
are in the preliminary engineering phases.,Costs are typically small in value but critical to project,Costs are typically small in value but critical to project,Costs are typically small in value but critical to project
delivery.,"Examples include, but are not limited to, environmental reviews, consultant reviews of City","Examples include, but are not limited to, environmental reviews, consultant reviews of City","Examples include, but are not limited to, environmental reviews, consultant reviews of City"
