Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”,Name: “Table 1 of 1 on page 5 of 14”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,
Fiscal Years 2014-2018,Fiscal Years 2014-2018,Fiscal Years 2014-2018,Fiscal Years 2014-2018,,,,
Capital Improvement Plan ~ Summary,Capital Improvement Plan ~ Summary,Capital Improvement Plan ~ Summary,Capital Improvement Plan ~ Summary,Capital Improvement Plan ~ Summary,Capital Improvement Plan ~ Summary,,
,,Planned Year,Planned Year,Planned Year,Planned Year,Total,Total
REVENUE SOURCES,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,Revenues,%
Capital Projects Fund Balance,"$1,200,000",$0,$0,$0,$0,"$1,200,000",0.54%
Commonwealth of Virginia,"3,000,000",0,0,0,0,"3,000,000",1.36%
Congestion M itigation Air Quality Funds,"1,200,000","553,000","698,000",0,"920,000","3,371,000",1.53%
Economic Development Fund,"55,000","35,000","260,000",0,0,"350,000",0.16%
General Fund Balance Transfer,"3,750,000","2,700,000","2,000,000","2,000,000","2,000,000","12,450,000",5.64%
General Fund Operating Revenues,"2,622,330","3,138,411","3,232,265","3,232,265","3,232,265","15,457,536",7.00%
Dedicated Tax Increase: City Investments,"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","15,000,000",6.80%
Dedicated Tax Increase: Hampton City School Investments,"2,000,000","2,000,000","2,000,000","2,000,000","2,000,000","10,000,000",4.53%
General Obligation Bond Proceeds~City,"7,300,000","7,450,000","8,695,000","5,857,500","3,600,000","32,902,500",14.91%
General Obligation Bond Proceeds~Schools,"5,287,500","5,287,500","10,287,500","5,287,500","10,287,500","36,437,500",16.51%
Stormwater Fund,"2,528,241","3,685,000","3,935,000","4,185,000","4,685,000","19,018,241",8.62%
Urban M aintenance Contribution,"5,691,182","5,805,006","5,921,106","6,039,528","6,160,318","29,617,140",13.42%
VDOT Revenue Sharing City M atch,"785,000","1,067,500","3,125,000",0,0,"4,977,500",2.26%
VDOT Revenue Sharing State M atch,"840,000","1,102,500","3,385,000",0,0,"5,327,500",2.41%
Wastewater Fund,"3,327,000","4,390,000","6,550,000","8,700,000","8,650,000","31,617,000",14.32%
TOTAL REVENUES,"$42,586,253","$40,213,917","$53,088,871","$40,301,793","$44,535,083","$220,725,917",100.00%
,,Planned Year,Planned Year,Planned Year,Planned Year,Total,Total
EXPENDITURE CATEGORIES,FY 2014,FY 2015,FY 2016,FY 2017,FY 2018,Expenditures,%
Education,"$7,456,604","$7,456,604","$12,456,604","$7,456,604","$12,456,604","$47,283,020",21.42%
Hampton's Waterways,"2,528,241","3,685,000","3,935,000","4,185,000","4,685,000","19,018,241",8.62%
M aintenance of Public Properties/Performance Support,"15,917,000","9,290,000","10,750,000","14,900,000","13,850,000","64,707,000",29.32%
M aster Plans,"200,000","2,000,000","1,000,000","807,500",0,"4,007,500",1.82%
M aster Plans Strategic Area Investments,"3,000,000","3,000,000","3,000,000","3,000,000","3,000,000","15,000,000",6.80%
Neighborhood Support,"350,000","350,000","350,000","350,000","350,000","1,750,000",0.79%
Other CIP Projects,"2,963,226","2,319,307","2,413,161","2,413,161","2,413,161","12,522,016",5.67%
Other Economic Development Support,0,"600,000","600,000","600,000","600,000","2,400,000",1.09%
Public Safety,0,"2,500,000","5,050,000",0,0,"7,550,000",3.42%
Streets and Infrastructure,"10,171,182","9,013,006","13,534,106","6,589,528","7,180,318","46,488,140",21.06%
TOTAL EXPENDITURES,"$42,586,253","$40,213,917","$53,088,871","$40,301,793","$44,535,083","$220,725,917",100.00%
,,Page 5,,,,,
