Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”,Name: “Table 1 of 1 on page 43 of 56”
Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43,Table: 43
,,,,,,,
"City of Chesapeake, Virginia",,,,,,,
FY 2013-14 Operating Budget,,,,,,,
REVENUE BUDGET BY FUND,,,,,,,
Notes: Committed revenues are pledged for use in specific special revenue funds,Notes: Committed revenues are pledged for use in specific special revenue funds,Notes: Committed revenues are pledged for use in specific special revenue funds,,,,,
GENERAL FUND (FUND 100),FY 2011-12,FY 2011-12,FY 2012-13,FY 2012-13,FY 2013-14,FY 2013-14,Change From
Resource Detail,,Actual,,Budget,Estimated,Estimated,Prior Year
Local Tax Revenues,,,,,,,
General Property Taxes,,,,,,,
Taxes-Curr Real Property,"$ 223,499,035","$ 223,499,035","$ 217,904,623","$ 217,904,623","$ 218,483,254","$ 218,483,254",0.27%
Taxes-Curr Real Property-Committed,,"(271,284)",,"(271,284)",,"(271,284)",0.00%
Taxes-Delinq Real Property,,"4,556,455",,"3,786,900",,"4,500,000",18.83%
Taxes-Curr PubSvcCorp,,"10,456,272",,"10,190,000",,"10,466,000",2.71%
Taxes-Curr Pers Property,,"35,191,866",,"38,604,000",,"38,000,000",-1.56%
Taxes-Curr Pers Property-Refunds,,"(2,158,564)",,"(2,300,000)",,"(2,400,000)",4.35%
Taxes-Delinq Pers Property,,"10,944,618",,"9,569,495",,"10,183,339",6.41%
Taxes-Penalties-RE&PP,,"1,647,365",,"1,495,410",,"1,659,486",10.97%
Taxes-Interest-RE&PP,,"1,076,990",,"901,700",,"1,021,489",13.28%
General Property Taxes,"$ 284,942,753","$ 284,942,753","$ 279,880,844","$ 279,880,844","$ 281,642,284","$ 281,642,284",0.63%
Other Local Taxes,,,,,,,
Taxes-Sales and Use,$,"33,751,540",$,"34,000,000",$,"36,085,068",6.13%
Taxes-Utility Consumer Gas,,"1,830,161",,"1,994,850",,"1,900,000",-4.75%
Taxes-Utility Electric,,"8,197,817",,"8,564,810",,"8,600,000",0.41%
Taxes-Communications Sales Tax,,"12,138,513",,"12,027,213",,"12,505,096",3.97%
Taxes-Communications Sales Tax-Committed,,"(5,043,468)",,"(4,947,998)",,"(4,947,998)",0.00%
Taxes-Business and Occupation,,"24,752,986",,"21,031,000",,"25,923,713",23.26%
Taxes-Local Consumption,,"782,335",,"891,280",,"795,480",-10.75%
Excavation Fees,,"31,715",,"35,400",,"31,715",-10.41%
Licenses-Motor Vehicle,,"5,302,958",,"5,137,270",,"5,517,197",7.40%
Vehicle License Late Fees,,"749,308",,"600,000",,"779,580",29.93%
Taxes-Bank Stock,,"1,175,309",,"1,449,110",,"1,228,741",-15.21%
Taxes-Local Recordation,,"2,671,560",,"2,394,350",,"2,872,698",19.98%
Taxes-Tobacco,,"4,690,129",,"4,665,440",,"4,690,129",0.53%
Taxes-Admission,,"860,118",,"669,840",,"947,872",41.51%
Taxes-Pari Mutual Waging Pool,,"91,175",,"85,550",,"91,175",6.58%
Taxes-Sales Motel Rooms,,"4,139,954",,"4,308,640",,"4,364,795",1.30%
Taxes-Short Term Rental,,"340,070",,"298,640",,"430,188",44.05%
Taxes-Restaurant-Food,,"20,194,924",,"20,238,850",,"21,851,949",7.97%
Other Local Taxes,"$ 116,657,103","$ 116,657,103","$ 113,444,245","$ 113,444,245","$ 123,667,398","$ 123,667,398",9.01%
Total Local Taxes,"$ 401,599,856","$ 401,599,856","$ 393,325,089","$ 393,325,089","$ 405,309,682","$ 405,309,682",3.05%
FY 2013-14 Operating Budget,,77,,,,"As Amended June 12, 2013","As Amended June 12, 2013"
