Name: “Table 1 of 1 on page 132 of 214”,Name: “Table 1 of 1 on page 132 of 214”,Name: “Table 1 of 1 on page 132 of 214”,Name: “Table 1 of 1 on page 132 of 214”,Name: “Table 1 of 1 on page 132 of 214”,Name: “Table 1 of 1 on page 132 of 214”,Name: “Table 1 of 1 on page 132 of 214”
Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132
,,,,,,
,,FY 2010,FY 2011,FY 2012,FY 2013,
,,,,,,Change
,,Actual,Actual,Approved,Approved,
Grant Recipients,Grant Recipients,,,,,
Norfolk Sister City,Norfolk Sister City,,,,,
Association,Association,,,,,
,,"47,000","47,000","47,000","50,000","3,000"
General operating support,General operating support,,,,,
Pretrial Services,Pretrial Services,,,,,
,,"100,000",0,0,0,0
Merged into Norfolk Criminal,Merged into Norfolk Criminal,,,,,
Justice Services,Justice Services,,,,,
Schooner Virginia,Schooner Virginia,,,,,
,,"12,000",0,0,0,0
General operating support,General operating support,,,,,
Second Chances,Second Chances,,,,,
,,"435,000","435,000","435,000","435,000",0
General operating support,General operating support,,,,,
Southeastern Tidewater,Southeastern Tidewater,,,,,
Opportunity Project (STOP),Opportunity Project (STOP),,,,,
,,"12,900","12,900","12,900","12,900",0
General operating support,General operating support,,,,,
St. Mary’s Home for the,St. Mary’s Home for the,,,,,
Disabled general,Disabled general,"15,000","15,000","15,000","20,000","5,000"
operating support,operating support,,,,,
St. Mary’s Home for the,St. Mary’s Home for the,,,,,
,,0,0,0,"35,000","35,000"
Disabled capital campaign,Disabled capital campaign,,,,,
Square One,Square One,,,,,
,,"37,336","37,336","37,336","37,336",0
General operating support,General operating support,,,,,
234,Outside Agencies,,,,,
