,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,General Government,
,Business Center Index,
Organizational Chart,,2
Business Center Summary,,3
City Council,,4
City Clerk,,5
City Manager,,6
Office Of Management Services,,7
Registrar,,8
City Attorney,,9
Department Of Human Resource Management,Department Of Human Resource Management,10
Civil Service Commission,,13
Commissioner Of Revenue,,14
City Assessor,,16
City Treasurer,,18
Department Of Finance,,20
Department of Finance - Procurement,Department of Finance - Procurement,22
Health Insurance Fund,,23
Department Of Information Technology,Department Of Information Technology,24
Department of Information Technology - Telecommunications,Department of Information Technology - Telecommunications,26
Marketing and Communications,,27
Risk Management Fund,,29
Fiscal Year 2012,1,General Government
,City of Portsmouth,
,Fiscal Year 2012 Adopted Budget,
,General Government,
Business Center Organizational Chart,Business Center Organizational Chart,
Total Permanent Positions,,
Positions =,168,
,City Council,
,Positions =,7
,City Clerk,
,Positions =,4
,City Manager,
,Positions =,6
,Management and Legislative Affairs,
,Positions =,2
,Registrar,
,Positions =,4
,City Attorney,
,Positions =,12
,Human Resource Management,
,Positions =,9
,Commissioner of the Revenue,
,Positions =,21
,City Assessor,
,Positions =,9
,City Treasurer,
,Positions =,25
,Finance,
,Positions =,20
,Procurement,
,Positions =,5
,Information Technology,
,Positions =,26
,Telecommunications,
,Positions =,7
,Marketing and Communications,
,Positions =,8
,Risk Management Fund,
,Positions =,3
Fiscal Year 2012,2,General Government
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,
,General Government,General Government,,,,
Description of Services Provided,,,,,,
This business center includes the departments that provide the overall general administration of the City including City,This business center includes the departments that provide the overall general administration of the City including City,This business center includes the departments that provide the overall general administration of the City including City,This business center includes the departments that provide the overall general administration of the City including City,This business center includes the departments that provide the overall general administration of the City including City,,
"Council, City Clerk, City Manager, Management and Legislative Affairs, Marketing and Communications, City Attorney, Human","Council, City Clerk, City Manager, Management and Legislative Affairs, Marketing and Communications, City Attorney, Human","Council, City Clerk, City Manager, Management and Legislative Affairs, Marketing and Communications, City Attorney, Human","Council, City Clerk, City Manager, Management and Legislative Affairs, Marketing and Communications, City Attorney, Human","Council, City Clerk, City Manager, Management and Legislative Affairs, Marketing and Communications, City Attorney, Human","Council, City Clerk, City Manager, Management and Legislative Affairs, Marketing and Communications, City Attorney, Human",
"Resources, Civil Service Commission, City Registrar, Commissioner of the Revenue, City Assessor, City Treasurer, Finance,","Resources, Civil Service Commission, City Registrar, Commissioner of the Revenue, City Assessor, City Treasurer, Finance,","Resources, Civil Service Commission, City Registrar, Commissioner of the Revenue, City Assessor, City Treasurer, Finance,","Resources, Civil Service Commission, City Registrar, Commissioner of the Revenue, City Assessor, City Treasurer, Finance,","Resources, Civil Service Commission, City Registrar, Commissioner of the Revenue, City Assessor, City Treasurer, Finance,",,
"Procurement and Risk Management, Department of Information Technology and the Health Insurance Fund.","Procurement and Risk Management, Department of Information Technology and the Health Insurance Fund.","Procurement and Risk Management, Department of Information Technology and the Health Insurance Fund.","Procurement and Risk Management, Department of Information Technology and the Health Insurance Fund.",,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Business Units,Actual,Adopted,Amended,Adopted,Planned
Commissioner of the Revenue,,"1,353,541","1,427,287",-,"1,385,528","1,385,376"
Human Resource Management,,"899,342","946,335",-,"989,318","989,339"
Telecommunications,,"823,459","1,217,611",-,"1,177,400","1,181,840"
,City Council,"378,003","451,128",-,"345,671","345,696"
,City Assessor,"751,578","764,158",-,"1,091,700","794,149"
,Registrar,"489,832","522,123",-,"508,200","523,970"
Health Insurance Fund,,"18,208,882","18,786,839",-,"19,865,296","19,865,296"
,City Manager,"724,377","1,004,605",-,"989,882","1,003,351"
,Finance,"1,781,913","1,868,769",-,"1,890,598","1,861,794"
Risk Management Fund,,"4,594,019","6,152,797",-,"5,708,241","5,735,363"
Civil Service Commission,,"31,112","64,400",-,"64,400","64,400"
Marketing and Communications,,"1,371,927","1,496,329",-,"1,525,305","1,526,756"
,City Attorney,"1,368,579","1,337,198",-,"1,417,429","1,405,936"
,City Treasurer,"1,810,133","1,785,490",-,"1,759,105","1,748,075"
Information Technology,,"4,127,933","3,998,535",-,"3,987,299","3,944,754"
Management and Legislative Affairs,,"357,379","352,283",-,"438,958","438,734"
,Procurement,"1,024,900","1,101,066",-,"1,088,476","1,079,203"
,City Clerk,"285,938","315,152",-,"302,610","303,469"
,Total Budget,"40,382,847","43,592,105",-,"44,535,416","44,197,501"
Total Permanent Positions,Total Permanent Positions,167,167,167,168,168
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
,100 General Fund,"12,628,554","13,436,323",-,"13,797,180","13,470,248"
810 Information Technology Fund,,"4,951,392","5,216,146",-,"5,164,699","5,126,594"
820 Risk Management Fund,,"4,594,019","6,152,797",-,"5,708,241","5,735,363"
830 Health Insurance Fund,,"18,208,882","18,786,839",-,"19,865,296","19,865,296"
,Total Funding,"40,382,847","43,592,105",-,"44,535,416","44,197,501"
,Fiscal Year 2012,3,,,General Government,General Government
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,General Government,General Government,,,,
,City Council,City Council,,,,
Business Unit Mission Statement,,,,,,
Portsmouth's City Council is the City government's legislative body responsible for policy-making and general oversight of the,Portsmouth's City Council is the City government's legislative body responsible for policy-making and general oversight of the,Portsmouth's City Council is the City government's legislative body responsible for policy-making and general oversight of the,Portsmouth's City Council is the City government's legislative body responsible for policy-making and general oversight of the,Portsmouth's City Council is the City government's legislative body responsible for policy-making and general oversight of the,,
"City's governmental operations. Council adopts ordinances, resolutions, and laws to ensure the health, safety, and welfare of","City's governmental operations. Council adopts ordinances, resolutions, and laws to ensure the health, safety, and welfare of","City's governmental operations. Council adopts ordinances, resolutions, and laws to ensure the health, safety, and welfare of","City's governmental operations. Council adopts ordinances, resolutions, and laws to ensure the health, safety, and welfare of","City's governmental operations. Council adopts ordinances, resolutions, and laws to ensure the health, safety, and welfare of",,
,the City's citizens.,,,,,
The City's charter prescribes the composition of Council as a directly-elected mayor and six councilpersons to be elected by,The City's charter prescribes the composition of Council as a directly-elected mayor and six councilpersons to be elected by,The City's charter prescribes the composition of Council as a directly-elected mayor and six councilpersons to be elected by,The City's charter prescribes the composition of Council as a directly-elected mayor and six councilpersons to be elected by,The City's charter prescribes the composition of Council as a directly-elected mayor and six councilpersons to be elected by,,
and from the city at large. Councilpersons' terms are staggered. Three councilpersons are elected simultaneously and the,and from the city at large. Councilpersons' terms are staggered. Three councilpersons are elected simultaneously and the,and from the city at large. Councilpersons' terms are staggered. Three councilpersons are elected simultaneously and the,and from the city at large. Councilpersons' terms are staggered. Three councilpersons are elected simultaneously and the,and from the city at large. Councilpersons' terms are staggered. Three councilpersons are elected simultaneously and the,,
"mayor and three other councilpersons are elected simultaneously, all elected for four year terms.","mayor and three other councilpersons are elected simultaneously, all elected for four year terms.","mayor and three other councilpersons are elected simultaneously, all elected for four year terms.","mayor and three other councilpersons are elected simultaneously, all elected for four year terms.",,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Expenditure Categories,Actual,Adopted,Amended,Adopted,Planned
,Salaries,"163,628","161,370",-,"154,850","154,850"
,Benefits,"125,762","161,456",-,"68,996","68,996"
,Other Operating Expenses,"82,016","121,705",-,"116,705","116,705"
,Internal Service Charges,"6,597","6,597",-,"5,120","5,145"
,Net Budget,"378,003","451,128",-,"345,671","345,696"
,Total Budget,"378,003","451,128",-,"345,671","345,696"
Total Permanent Positions,Total Permanent Positions,7,7,7,7,7
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
,100 General Fund,"378,003","451,128",-,"345,671","345,696"
,Total Funding,"378,003","451,128",-,"345,671","345,696"
,Fiscal Year 2012,4,,,General Government,General Government
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,General Government,General Government,,,,
,,City Clerk,,,,
Business Unit Mission Statement,,,,,,
The City Clerk is appointed by the City Council and serves at their pleasure. The office acts as the City's historian for filing and,The City Clerk is appointed by the City Council and serves at their pleasure. The office acts as the City's historian for filing and,The City Clerk is appointed by the City Council and serves at their pleasure. The office acts as the City's historian for filing and,The City Clerk is appointed by the City Council and serves at their pleasure. The office acts as the City's historian for filing and,The City Clerk is appointed by the City Council and serves at their pleasure. The office acts as the City's historian for filing and,The City Clerk is appointed by the City Council and serves at their pleasure. The office acts as the City's historian for filing and,
"preservation of all books, records, official bond documents, and papers. These records are available for public review and","preservation of all books, records, official bond documents, and papers. These records are available for public review and","preservation of all books, records, official bond documents, and papers. These records are available for public review and","preservation of all books, records, official bond documents, and papers. These records are available for public review and","preservation of all books, records, official bond documents, and papers. These records are available for public review and",,
inspection. The Clerk is the City's corporate seal custodian and is the officer authorized to use and authenticate the seal.,inspection. The Clerk is the City's corporate seal custodian and is the officer authorized to use and authenticate the seal.,inspection. The Clerk is the City's corporate seal custodian and is the officer authorized to use and authenticate the seal.,inspection. The Clerk is the City's corporate seal custodian and is the officer authorized to use and authenticate the seal.,inspection. The Clerk is the City's corporate seal custodian and is the officer authorized to use and authenticate the seal.,,
Description of Services Provided,,,,,,
The City Clerk's Office provides such services as the preparation of the City Council meeting agenda; coordination of the daily,The City Clerk's Office provides such services as the preparation of the City Council meeting agenda; coordination of the daily,The City Clerk's Office provides such services as the preparation of the City Council meeting agenda; coordination of the daily,The City Clerk's Office provides such services as the preparation of the City Council meeting agenda; coordination of the daily,The City Clerk's Office provides such services as the preparation of the City Council meeting agenda; coordination of the daily,,
activities and events of the City Council; City departments and citizen support and provision of records management for City,activities and events of the City Council; City departments and citizen support and provision of records management for City,activities and events of the City Council; City departments and citizen support and provision of records management for City,activities and events of the City Council; City departments and citizen support and provision of records management for City,activities and events of the City Council; City departments and citizen support and provision of records management for City,,
"contracts, ordinances and resolutions. The City Clerk's Office also serves as the coordinator and manager of the City Council","contracts, ordinances and resolutions. The City Clerk's Office also serves as the coordinator and manager of the City Council","contracts, ordinances and resolutions. The City Clerk's Office also serves as the coordinator and manager of the City Council","contracts, ordinances and resolutions. The City Clerk's Office also serves as the coordinator and manager of the City Council","contracts, ordinances and resolutions. The City Clerk's Office also serves as the coordinator and manager of the City Council",,
Boards and Commissions' process and implementation.,Boards and Commissions' process and implementation.,,,,,
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Expenditure Categories,Actual,Adopted,Amended,Adopted,Planned
,Salaries,"175,719","183,991",-,"166,867","166,867"
,Benefits,"56,991","62,073",-,"75,677","75,677"
,Other Operating Expenses,"24,002","30,702",-,"30,702","30,702"
,Internal Service Charges,"29,226","38,386",-,"29,364","30,223"
,Net Budget,"285,938","315,152",-,"302,610","303,469"
,Total Budget,"285,938","315,152",-,"302,610","303,469"
Total Permanent Positions,Total Permanent Positions,5,4,4,4,4
,,FY 2010,FY 2011,FY 2011,FY 2012,FY 2013
,Funding Sources,Actual,Adopted,Amended,Adopted,Planned
,100 General Fund,"285,938","315,152",-,"302,610","303,469"
,Total Funding,"285,938","315,152",-,"302,610","303,469"
,Fiscal Year 2012,5,,,General Government,General Government
,City of Portsmouth,City of Portsmouth,,,,
,Fiscal Year 2012 Adopted Budget,Fiscal Year 2012 Adopted Budget,,,,
,General Government,General Government,,,,
,City Manager,City Manager,,,,
Business Unit Mission Statement,,,,,,
