Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”,Name: “Table 1 of 1 on page 7 of 70”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,
,,City of Portsmouth,City of Portsmouth,City of Portsmouth,,,,
,,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,Fiscal Year 2014 Adopted Budget,,,,
,,Capital Improvements,Capital Improvements,Capital Improvements,,,,
,,,Sewer,,,,,
,Appropriated,FY 2014,Un-Appropriated Subsequent Years,Un-Appropriated Subsequent Years,Un-Appropriated Subsequent Years,,5 Year,CIP
,To Date,Adopted,FY 2015,FY 2016,FY 2017,FY 2018,Total,Total
Project Title,,,,,,,,
Miscellaneous Improvements - Sewer,"13,326,016","3,500,000","2,500,000","2,500,000","2,500,000","3,500,000","14,500,000","27,826,016"
Sanitary Sewer Overflow Elimination,"17,100,000","6,857,100","6,857,100","6,857,100","5,964,350","5,964,350","32,500,000","49,600,000"
Program,,,,,,,,
Sewer Cave-in Repair,"6,334,763","800,000","800,000","900,000","900,000",-,"3,400,000","9,734,763"
Suction Well Rehabilitation,"7,018,290",-,-,-,-,-,-,"7,018,290"
Williams Court Outlet Sewer,"2,500,000",-,-,-,-,-,-,"2,500,000"
Rehabilitation,,,,,,,,
Total Project Cost,"46,279,069","11,157,100","10,157,100","10,257,100","9,364,350","9,464,350","50,400,000","96,679,069"
Debt Funding,,,,,,,,
Public Utilities General Obligation,"36,132,234","9,473,284","10,157,100","10,257,100","9,364,350","9,464,350","48,716,184","84,848,418"
Bonds,,,,,,,,
Other Funding,,,,,,,,
Sale of Timber,"230,000",-,-,-,-,-,-,"230,000"
Transfers,,,,,,,,
Transfer from Public Utilities Fund,"9,916,835","1,683,816",-,-,-,-,"1,683,816","11,600,651"
Total Funding,"46,279,069","11,157,100","10,157,100","10,257,100","9,364,350","9,464,350","50,400,000","96,679,069"
Fiscal Year 2014,,,14 - 7,,,,Capital Improvements,Capital Improvements
