Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”,Name: “Table 1 of 1 on page 6 of 8”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,,,,,,,,
,,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,HAMPTON CITY SCHOOLS EXPENDITURES,,
"The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009.","The total school budget for FY 2010 is $208,713,038, a (3.32%) decrease over FY 2009."
For,FY,"2010,",the,initial,State,budget,reduction,totaled,"$14,138,964.","However,",the
"Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund.","Schools will receive an estimated $8,136,617 from the State Fiscal Stabilization Fund."
"The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)","The total local contribution to the Hampton School System is $68,051,707, a (1.68%)"
"reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is","reduction from FY 2009. The required local contribution, according to state law, is"
"$31,369,482.","$31,369,482.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225.","The City’s contribution in excess of the state requirement is $36,682,225."
