Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”,Name: “Table 1 of 1 on page 70 of 239”
Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59,Table: 59
,,,,,,,,,,,,
,,,,CITY MANAGER,CITY MANAGER,CITY MANAGER,CITY MANAGER,,,,,
Expenditures Summary,Expenditures Summary,,,,,,,,,,,
,,,,,,,,,,,$,%
,,,,,,,FY 2010,,FY 2011,,Change,Change
,,,FY 2008,,FY 2009,Revised,Revised,Adopted,Adopted,From 2010,From 2010,From 2010
,,,Actual,,Actual,,Budget,,Budget,,Budget,Budget
Personal Services,Personal Services,$,"434,213",$,"387,679",$,"374,500",$,"370,898",$,"(3,602)",-1.0%
Operating Expenses,Operating Expenses,,"25,634",,"46,981",,"24,075",,"23,205",,(870),-3.6%
Capital Outlay,Capital Outlay,,"2,657",,"2,096",,-,,-,,-,n/a
Totals,Totals,$,"462,504",$,"436,756",$,"398,575",$,"394,103",$,"(4,472)",-1.1%
Personnel Summary,Personnel Summary,,,,,,,,,,,
,,,,,FY 2008,,FY 2009,,FY 2010,,FY 2011,
,,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,
City Manager,City Manager,,,,1,,1,,1,,1,
Assistant City Manager,Assistant City Manager,,,,0.6,,0.6,,0.6,,0.6,
Deputy Emerg Management Coordinator,Deputy Emerg Management Coordinator,Deputy Emerg Management Coordinator,Deputy Emerg Management Coordinator,,1,,1,,0,,0,
Executive Assistant,Executive Assistant,,,,1,,1,,1,,1,
Secretary,Secretary,,,,1,,1,,1,,1,
Part-time (FTE),Part-time (FTE),,,,0.2,,0.2,,0.2,,0.2,
,Totals,,,,4.8,,4.8,,3.8,,3.8,
Goals and Objectives,Goals and Objectives,,,,,,,,,,,
*,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,To provide outstanding leadership to the City Government.,,,,,,
*,Increase economic growth in the City.,Increase economic growth in the City.,Increase economic growth in the City.,,,,,,,,,
*,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,To effectively manage governmental services during the current fiscal challenges.,,,
*,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,To maintain an excellent working partnership with the Superintendent and Poquoson City Schools.,
,,,,,26,,,,,,,
