Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”,Name: “Table 1 of 1 on page 159 of 239”
Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148,Table: 148
,,,,,,,,,,
,CAPITAL PROJECTS FUND - EXPENDITURES,CAPITAL PROJECTS FUND - EXPENDITURES,CAPITAL PROJECTS FUND - EXPENDITURES,CAPITAL PROJECTS FUND - EXPENDITURES,CAPITAL PROJECTS FUND - EXPENDITURES,CAPITAL PROJECTS FUND - EXPENDITURES,,,,
Expenditures Summary,Expenditures Summary,,,,,,,,,
,,,Estimated,Estimated,,FY 2011,,,,
,,,FY 2010,Prior,,New Projects,New Projects,,Total,
,,,Expended,Fiscal Year's,Fiscal Year's,Adopted,,,FY 2011,
,Project,,Projects,Unexpended,Unexpended,Budget,,,Projects,
,,,,Prior Year,,,Year 1,,,
School Projects,School Projects,,,,,,,,,
PES Design/Construction,PES Design/Construction,$,"353,195",$,-,$,-,,$,-
PES Outdoor Classroom,PES Outdoor Classroom,,"43,736",,-,,-,,,-
Transportation and Drainage Projects,Transportation and Drainage Projects,,,,,,,,,
Street Paving,,,"607,263",,-,,"198,000",,,"198,000"
Drainage Projects,Drainage Projects,,,,,,"194,000",,,"194,000"
Parks & Recreation Projects,Parks & Recreation Projects,,,,,,,,,
South Lawson Park,South Lawson Park,,"243,463",,-,,-,,,-
Miscellaneous Projects,Miscellaneous Projects,,,,,,,,,
GIS,,,"22,687",,-,,-,,,-
Totals,,$,"1,270,344",$,-,$,"392,000",$,,"392,000"
Expenditures Explanations,Expenditures Explanations,,,,,,,,,
Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,Funds are appropriated in the Capital Projects Fund as Year 1 projects usually with a Transfer from the,
General Fund.,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,Unexpended funds at the end of Year 1 lapse into the Fund Balance of the Capital,
Projects fund for future expenditures.,Projects fund for future expenditures.,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,Those unspent funds are then reappropriated the next fiscal year,
"shown above as ""Prior Fiscal Year"" provided the project is not completed.","shown above as ""Prior Fiscal Year"" provided the project is not completed.","shown above as ""Prior Fiscal Year"" provided the project is not completed.","shown above as ""Prior Fiscal Year"" provided the project is not completed.","shown above as ""Prior Fiscal Year"" provided the project is not completed.","shown above as ""Prior Fiscal Year"" provided the project is not completed.",Completed projects with,Completed projects with,Completed projects with,Completed projects with,
leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,leftover funds may be transferred to the General Fund Unappropriated Fund Balance.,,,,
Major Fund Functions,Major Fund Functions,,,,,,,,,
