Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”,Name: “Table 1 of 1 on page 218 of 239”
Table: 207,Table: 207,Table: 207,Table: 207,Table: 207,Table: 207,Table: 207,Table: 207,Table: 207,Table: 207,Table: 207
,,,,,,,,,,
,,,,,APPENDIX,APPENDIX,APPENDIX,,,
,,,REAL ESTATE TAX REVENUE,REAL ESTATE TAX REVENUE,REAL ESTATE TAX REVENUE,REAL ESTATE TAX REVENUE,REAL ESTATE TAX REVENUE,REAL ESTATE TAX REVENUE,,
"After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately","After adjusting for inflation, real estate tax revenue per Poquoson household has increased by approximately"
"40.0% in 2000 dollars, or an average of 4.0% per year.","40.0% in 2000 dollars, or an average of 4.0% per year.","40.0% in 2000 dollars, or an average of 4.0% per year.","40.0% in 2000 dollars, or an average of 4.0% per year.","40.0% in 2000 dollars, or an average of 4.0% per year.","40.0% in 2000 dollars, or an average of 4.0% per year.","40.0% in 2000 dollars, or an average of 4.0% per year.",,,,
,,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household,Total Real Estate Property Tax Revenue Per Household
,,,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue
,,In Current,In Current,In Current,,Per,in 2000,in 2000,,Per
Year,Year,,Dollars,Dollars,Household,Household,Dollars,Dollars,Household,Household
2000,2000,"$7,390,489","$7,390,489","$7,390,489","$1,719","$1,719","$7,390,489","$7,390,489",,"$1,719"
2001,2001,"$8,289,411","$8,289,411","$8,289,411","$1,906","$1,906","$8,016,838","$8,016,838",,"$1,843"
2002,2002,"$8,327,868","$8,327,868","$8,327,868","$1,885","$1,885","$7,927,196","$7,927,196",,"$1,794"
2003,2003,"$9,345,943","$9,345,943","$9,345,943","$2,082","$2,082","$8,687,782","$8,687,782",,"$1,935"
2004,2004,"$9,546,989","$9,546,989","$9,546,989","$2,106","$2,106","$8,709,195","$8,709,195",,"$1,921"
2005,2005,"$10,681,417","$10,681,417","$10,681,417","$2,338","$2,338","$9,432,790","$9,432,790",,"$2,065"
2006,2006,"$10,974,911","$10,974,911","$10,974,911","$2,349","$2,349","$9,373,284","$9,373,284",,"$2,006"
2007,2007,"$13,208,997","$13,208,997","$13,208,997","$2,697","$2,697","$11,006,183","$11,006,183",,"$2,247"
2008,2008,"$13,440,790","$13,440,790","$13,440,790","$2,839","$2,839","$10,758,233","$10,758,233",,"$2,272"
2009,2009,"$13,560,850","$13,560,850","$13,560,850","$3,010","$3,010","$10,843,488","$10,843,488",,"$2,407"
% CHANGE,% CHANGE,,83.5%,83.5%,75.1%,75.1%,,46.7%,,40.0%
Source:,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.,Annual edition of the City of Poquoson’s Comprehensive Annual Financial Report.
,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars,Real Estate Tax Revenue Per Household in 2000 Dollars
"$2,500",,,,,,,,,,
"$2,000",,,,,,,,,,
"$1,500",,,,,,,,,,
"$1,000",,,,,,,,,,
$500,,,,,,,,,,
$0,,,,,,,,,,
,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
,,,,,,A-8,,,,
