Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”,Name: “Table 1 of 1 on page 108 of 239”
Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97
,,,,,,,,,,
,,FACILITIES & GROUNDS,FACILITIES & GROUNDS,FACILITIES & GROUNDS,FACILITIES & GROUNDS,FACILITIES & GROUNDS,,,,
Expenditures Summary,,,,,,,,,,
,,,,,,,,,$,%
,,,,,FY 2010,FY 2010,FY 2011,FY 2011,Change,Change
,,FY 2008,,FY 2009,Revised,Revised,Adopted,Adopted,From 2010,From 2010
,,Actual,,Actual,,Budget,,Budget,Budget,Budget
Personal Services,$,"93,492",$,"98,589",$,"113,013",$,-,"$ (113,013)",-100.0%
Operating Expenses,,"168,984",,"152,678",,"255,310",,"86,125","(169,185)",-66.3%
Capital Outlay,,"11,164",,"24,259",,"9,500",,"15,800","6,300",66.3%
Totals,$,"273,640",$,"275,526",$,"377,823",$,"101,925","$ (275,898)",-73.0%
Personnel Summary,,,,,,,,,,
,,,,FY 2008,,FY 2009,,FY 2010,FY 2011,
,,,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,Authorized,
Construction Supervisor,,,,1,,1,,0,0,
Parks Maintenance Supervisor,,,,0,,0,,1,0,
Parks Maintenance Worker,,,,0,,0,,1,0,
Totals,,,,1.0,,1.0,,2.0,0.0,
Goals and Objectives,,,,,,,,,,
* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,* Insure that the products used will be the best available for the long term life of the structures and the,
vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.,vendors are the best qualified while keeping in compliance with proper financial accounting procedures.
* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,* Maintain City Hall Complex for use of staff and citizens of the City of Poquoson.,,
,,,,64,,,,,,
