Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”,Name: “Table 1 of 1 on page 101 of 239”
Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90,Table: 90
,,,,,,,,
,ANIMAL CONTROL,ANIMAL CONTROL,ANIMAL CONTROL,ANIMAL CONTROL,,,,
Major Departmental Functions,,,,,,,,
* Animal Control is handled by Newport News Animal Control.,* Animal Control is handled by Newport News Animal Control.,* Animal Control is handled by Newport News Animal Control.,* Animal Control is handled by Newport News Animal Control.,The fully certified officers pick up stray,The fully certified officers pick up stray,The fully certified officers pick up stray,The fully certified officers pick up stray,The fully certified officers pick up stray
"animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints.","animals, nuisance wildlife, deceased animals on public roadways, and investigate cruelty complaints."
* The Peninsula SPCA shelters animals for Poquoson.,* The Peninsula SPCA shelters animals for Poquoson.,* The Peninsula SPCA shelters animals for Poquoson.,The cost formula is that Poquoson pays,The cost formula is that Poquoson pays,The cost formula is that Poquoson pays,The cost formula is that Poquoson pays,The cost formula is that Poquoson pays,The cost formula is that Poquoson pays
100% for stray animals and 67% of surrendered animals.,100% for stray animals and 67% of surrendered animals.,100% for stray animals and 67% of surrendered animals.,,,,,,
,,,,,FY 2010,FY 2010,FY 2011,FY 2011
,,FY 2008,,FY 2009,Revised,Revised,Adopted,Adopted
Budget Detail,,Actual,,Actual,,Budget,,Budget
SPCA,$,"39,330",$,"40,920",$,"43,154",$,"45,312"
Newport News Animal Control,,"37,111",,"37,111",,"38,476",,"38,861"
Totals,$,"76,441",$,"78,031",$,"81,630",$,"84,173"
Significant Budget Items,,,,,,,,
* Newport News Animal Control increase is due to fringe benefits share.,* Newport News Animal Control increase is due to fringe benefits share.,* Newport News Animal Control increase is due to fringe benefits share.,* Newport News Animal Control increase is due to fringe benefits share.,* Newport News Animal Control increase is due to fringe benefits share.,"SPCA increase of $2,158","SPCA increase of $2,158","SPCA increase of $2,158","SPCA increase of $2,158"
represents costs to support a feral cat program including infrastructure.,represents costs to support a feral cat program including infrastructure.,represents costs to support a feral cat program including infrastructure.,represents costs to support a feral cat program including infrastructure.,represents costs to support a feral cat program including infrastructure.,,,,
,Year 2008,Year 2008,Year 2009,Year 2009,Year 2010,Year 2010,Year 2011,Year 2011
,,Actual,,Actual,Estimated,Estimated,Estimated,Estimated
Calls for Service,,222,,255,,255,,255
Written Warnings,,22,,14,,14,,14
Summons Issued,,1,,12,,12,,12
Calls for Stray Animals,,92,,117,,117,,117
Calls for Animal Bites,,14,,9,,9,,9
Calls for Sick/Injured Animal,,35,,45,,45,,45
Calls for Nuisance Wildlife,,39,,42,,42,,42
Other Calls,,16,,17,,17,,17
Dogs Impounded,,33,,44,,44,,44
Cats Impounded,,54,,24,,24,,24
Wildlife Impounded,,42,,48,,48,,48
,,57,,,,,,
