Name: “Table 1 of 1 on page 44 of 239”,Name: “Table 1 of 1 on page 44 of 239”,Name: “Table 1 of 1 on page 44 of 239”
Table: 33,Table: 33,Table: 33
,,
,,FY 2011 BUDGET CALENDAR
,,APRIL 2010
12,Monday,Proposed Budget FY 2011 Budget distributed to City Council Members.
,,Presentation to City Council and public of proposed real estate and
,,personal property tax rate and fees.
16,Friday,"Publish notice of Public Hearing on FY 2011 Budget at the April 26, 2010"
,,City Council Meeting.
26,Monday,Public Hearing on Budget at City Council Meeting and Budget Work
,,Session prior to Council Meeting.
,,MAY 2010
10,Monday,Adoption of FY 2011 Budget by City Council at meeting.
,,xxviii
