Name: “Table 1 of 1 on page 6 of 62”,Name: “Table 1 of 1 on page 6 of 62”,Name: “Table 1 of 1 on page 6 of 62”,Name: “Table 1 of 1 on page 6 of 62”,Name: “Table 1 of 1 on page 6 of 62”
Table: 6,Table: 6,Table: 6,Table: 6,Table: 6
,,,,
C ITY OF N ORFOLK CITY C OUNCIL MEMBERS AND C ITY,C ITY OF N ORFOLK CITY C OUNCIL MEMBERS AND C ITY,C ITY OF N ORFOLK CITY C OUNCIL MEMBERS AND C ITY,C ITY OF N ORFOLK CITY C OUNCIL MEMBERS AND C ITY,C ITY OF N ORFOLK CITY C OUNCIL MEMBERS AND C ITY
MANAGER,MANAGER,,,
,Mayor,Vice-Mayor,Council Member,Council Member
,Paul D. Fraim,Anthony L. Burfoot,Andrew A. Protogyrou,Dr. Theresa W. Whibley
,,Ward 3,Ward 1,Ward 2
,Council Member,Council Member,Council Member,Council Member
,Paul R. Riddick,Thomas R. Smigiel,Barclay C. Winn,Angelia M. Williams
,Ward 4,Ward 5,Ward 6,Ward 7
,,,City Manager,
,,,Marcus D. Jones,
6,City of Norfolk City Council Members and City Manager,City of Norfolk City Council Members and City Manager,,
