Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”,Name: “Table 1 of 1 on page 14 of 22”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,,
,,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,ISLE OF WIGHT COUNTY,,,,,,
,FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),FY 2010-14 CAPITAL IMPROVEMENT PLAN (CIP),,,,
,,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,Adopted by Board of Supervisors,,,,,,
,,,,Public Utilities,Public Utilities,Public Utilities,,,,,,,,
,,,,,,Year 6 through 10,Year 6 through 10,Year 6 through 10,,,,,,10 Year
,,,,,,,,,,,,TOTAL,,CIP
Department / Agency,,FY 2014-15,FY 2015-16,FY 2015-16,FY 2016-17,FY 2016-17,FY 2017-18,FY 2017-18,FY 2018-19,FY 2018-19,FY 2015-19,FY 2015-19,,TOTAL
Windsor Blvd Water Ext.,,,,,,,,,,,,-,,"2,020,000"
Regional Consent Order (SSO),,,,,,,,,,,,-,,"100,000"
Sewer Station Vac Truck,,,,,,,,,,,,-,,"300,000"
Obrey Upgrades,,,,,,,,,,,,-,,"330,000"
Bethel Heights Upgrades,,,,,,,,,,,,-,,"250,000"
Zuni Pump Station Replacement,,-,,,,,,,,,,-,,"600,000"
Rt. 10 / Beechwood Lane Upgrade,,,,,,,,,,,,-,,"230,000"
Harvest Drive Waterline Replacement,,,,,,,,,,,,-,,"300,000"
Windsor District Sewer Needs,,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"5,000,000"
Windsor District Water Needs,,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"5,000,000"
Carrsville District Sewer Needs,,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"5,000,000"
Carrsville District Water Needs,,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"5,000,000"
Newport District Sewer Needs,,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"5,000,000"
Newport District Water Needs,,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"1,000,000",,"5,000,000",,"5,000,000"
Waterline Trencher,,"40,000",,,,,,,,,,"40,000",,"40,000"
Courthouse Water Upgrades,,"50,000",,"500,000",,,,,,,,"550,000",,"550,000"
Smithfield Heights Water Upgrades,,"102,300",,"1,023,000",,,,,,,,"1,125,300",,"1,125,300"
Days Point Water Upgrades,,,,"99,600",,"996,000",,,,,,"1,095,600",,"1,095,600"
Tormentors Creek Water Upgrades,,,,,,"123,400",,"1,234,000",,,,"1,357,400",,"1,357,400"
Rushmere Water Upgrades,,-,,-,,-,,"36,900",,-,,"36,900",,"36,900"
Water Tower Maintenance,,"100,000",,,,"100,000",,,,"100,000",,"300,000",,"300,000"
Rt 460 Storage/Pump Station,,-,,-,,-,,-,,-,,-,,"3,650,000"
Western Tidewater Water Authority:,,,,,,,,,,,,,,
Future Water Source,,"5,408,116",,"5,540,918",,"5,528,130",,"5,717,407",,"5,982,860",,"28,177,431",,"46,141,761"
Western Branch Pump Station,,,,,,,,,,,,-,,"425,000"
Western Branch Pipeline,,,,,,,,,,,,-,,"3,005,000"
Well Mitigation,,-,,-,,-,,-,,-,,-,,"550,000"
TOTAL:,$,"11,700,416","$ 13,163,518","$ 13,163,518","$ 12,747,530","$ 12,747,530","$ 12,988,307","$ 12,988,307","$ 12,082,860","$ 12,082,860","$ 62,682,631","$ 62,682,631","$ 92,406,961","$ 92,406,961"
Revenue Sources:,,,,,,,,,,,,,,
Operating Revenues,$,-,$,-,$,-,$,-,$,-,$,-,$,-
Fund Balance/Reserves,,-,,-,,-,,-,,-,,-,,-
Bonded / Note Indebtedness,,"11,700,416",,"13,163,518",,"12,747,530",,"12,988,307",,"12,082,860",,"62,682,631",,"92,406,961"
Grants / Donations / Other,,-,,-,,-,,-,,-,,-,,-
TOTAL:,$,"11,700,416","$ 13,163,518","$ 13,163,518","$ 12,747,530","$ 12,747,530","$ 12,988,307","$ 12,988,307","$ 12,082,860","$ 12,082,860","$ 62,682,631","$ 62,682,631","$ 92,406,961","$ 92,406,961"
,,,,,,,,,,,,,,12
4/3/2009,,,,,,,,,,,,,,
