Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”,Name: “Table 1 of 1 on page 4 of 32”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,
,,,,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,Community Water Systems: Groundwater Sources,,,Office of Water Supply Planning,Office of Water Supply Planning
,,,,,,,,,,,"629 East Main Street,","629 East Main Street,"
,,,,,,Southside Hampton Roads,Southside Hampton Roads,,,,,
,,,,,,,,,,,"P.O. Box 1105, Richmond, VA",23218
,,,,,,,,,,URL:,http://www.deq.virginia.gov/watersupplyplanning/,http://www.deq.virginia.gov/watersupplyplanning/
List all well information for community water systems using groundwater.,List all well information for community water systems using groundwater.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,Reference sources and note any assumptions regarding calculations.,"If unable to find data or data not applicable, note accordingly.","If unable to find data or data not applicable, note accordingly.","If unable to find data or data not applicable, note accordingly.","If applicable, mark well locations on associated map.",,
COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),COMMUNITY WATER SYSTEMS (MUNCIPAL & PRIVATE) USING GROUND WATER (9 VAC 25-780-70 B),,,,,,
,,,,,,,,,,GROUNDWATER MANAGEMENT AREA,,
,,,,,,,INDIVIDUAL WELL DATA:,,,WELLS,,
,,,,,,,,,,,Notes,
,,Calculated,,,,,,Withdrawal,,Withdrawal,or,
,,,,,,,,Withdrawal,Withdrawal,,,
,VDH Permitted,VDH Permitted,,Well,Casing,Screen Depth,Well,Design,,Design,Comments,Comments
,,,,,,,,Design Capacity:,Design Capacity:,DEQ Permitted,DEQ Permitted,
,System Capacity,System,Well Name,Depth,Depth,(Top & Bottom),Diameter,Capacity:,,Capacity:,,
PWSID,Water System Name,,,,,,,AVERAGE,MAXIMUM,Monthly Withdrawal,Annual Withdrawal,
,,Capacity,and ID #,,,or,,AVERAGE,,MAXIMUM,,
,,,,,,,,DAILY,DAILY,(MGD),(MGD),
